nodes,techs,timesteps,storage
netherlands,battery,2015-01-01 00:00:00,0.0
netherlands,battery,2015-01-01 01:00:00,0.0
netherlands,battery,2015-01-01 02:00:00,0.0
netherlands,battery,2015-01-01 03:00:00,0.0
netherlands,battery,2015-01-01 04:00:00,0.0
netherlands,battery,2015-01-01 05:00:00,0.0
netherlands,battery,2015-01-01 06:00:00,0.0
netherlands,battery,2015-01-01 07:00:00,0.0
netherlands,battery,2015-01-01 08:00:00,0.0
netherlands,battery,2015-01-01 09:00:00,0.0
netherlands,battery,2015-01-01 10:00:00,0.0
netherlands,battery,2015-01-01 11:00:00,0.0
netherlands,battery,2015-01-01 12:00:00,0.0
netherlands,battery,2015-01-01 13:00:00,8301.17364427587
netherlands,battery,2015-01-01 14:00:00,18821.21211126112
netherlands,battery,2015-01-01 15:00:00,18821.21211126112
netherlands,battery,2015-01-01 16:00:00,18821.21211126112
netherlands,battery,2015-01-01 17:00:00,18821.21211126112
netherlands,battery,2015-01-01 18:00:00,18821.21211126112
netherlands,battery,2015-01-01 19:00:00,18821.21211126112
netherlands,battery,2015-01-01 20:00:00,18821.21211126112
netherlands,battery,2015-01-01 21:00:00,18821.21211126112
netherlands,battery,2015-01-01 22:00:00,18821.21211126112
netherlands,battery,2015-01-01 23:00:00,18821.21211126112
netherlands,battery,2015-01-02 00:00:00,18821.21211126112
netherlands,battery,2015-01-02 01:00:00,18821.21211126112
netherlands,battery,2015-01-02 02:00:00,18821.21211126112
netherlands,battery,2015-01-02 03:00:00,18821.21211126112
netherlands,battery,2015-01-02 04:00:00,18821.21211126112
netherlands,battery,2015-01-02 05:00:00,18821.21211126112
netherlands,battery,2015-01-02 06:00:00,18821.21211126112
netherlands,battery,2015-01-02 07:00:00,18821.21211126112
netherlands,battery,2015-01-02 08:00:00,18821.21211126112
netherlands,battery,2015-01-02 09:00:00,18821.21211126112
netherlands,battery,2015-01-02 10:00:00,18821.21211126112
netherlands,battery,2015-01-02 11:00:00,18821.21211126112
netherlands,battery,2015-01-02 12:00:00,22766.447939050035
netherlands,battery,2015-01-02 13:00:00,25726.57666117766
netherlands,battery,2015-01-02 14:00:00,25726.57666117766
netherlands,battery,2015-01-02 15:00:00,25726.57666117766
netherlands,battery,2015-01-02 16:00:00,25726.57666117766
netherlands,battery,2015-01-02 17:00:00,25726.57666117766
netherlands,battery,2015-01-02 18:00:00,25726.57666117766
netherlands,battery,2015-01-02 19:00:00,25726.57666117766
netherlands,battery,2015-01-02 20:00:00,25726.57666117766
netherlands,battery,2015-01-02 21:00:00,25726.57666117766
netherlands,battery,2015-01-02 22:00:00,25726.57666117766
netherlands,battery,2015-01-02 23:00:00,25726.57666117766
netherlands,battery,2015-01-03 00:00:00,25726.57666117766
netherlands,battery,2015-01-03 01:00:00,25726.57666117766
netherlands,battery,2015-01-03 02:00:00,25726.57666117766
netherlands,battery,2015-01-03 03:00:00,25726.57666117766
netherlands,battery,2015-01-03 04:00:00,25726.57666117766
netherlands,battery,2015-01-03 05:00:00,25726.57666117766
netherlands,battery,2015-01-03 06:00:00,25726.57666117766
netherlands,battery,2015-01-03 07:00:00,25726.57666117766
netherlands,battery,2015-01-03 08:00:00,25726.57666117766
netherlands,battery,2015-01-03 09:00:00,25726.57666117766
netherlands,battery,2015-01-03 10:00:00,25726.57666117766
netherlands,battery,2015-01-03 11:00:00,25726.57666117766
netherlands,battery,2015-01-03 12:00:00,25726.57666117766
netherlands,battery,2015-01-03 13:00:00,23133.76869741952
netherlands,battery,2015-01-03 14:00:00,16118.180167410806
netherlands,battery,2015-01-03 15:00:00,9336.072931155326
netherlands,battery,2015-01-03 16:00:00,3419.4296075844827
netherlands,battery,2015-01-03 17:00:00,0.0
netherlands,battery,2015-01-03 18:00:00,0.0
netherlands,battery,2015-01-03 19:00:00,0.0
netherlands,battery,2015-01-03 20:00:00,0.0
netherlands,battery,2015-01-03 21:00:00,0.0
netherlands,battery,2015-01-03 22:00:00,0.0
netherlands,battery,2015-01-03 23:00:00,0.0
netherlands,battery,2015-01-04 00:00:00,0.0
netherlands,battery,2015-01-04 01:00:00,0.0
netherlands,battery,2015-01-04 02:00:00,0.0
netherlands,battery,2015-01-04 03:00:00,0.0
netherlands,battery,2015-01-04 04:00:00,0.0
netherlands,battery,2015-01-04 05:00:00,0.0
netherlands,battery,2015-01-04 06:00:00,0.0
netherlands,battery,2015-01-04 07:00:00,0.0
netherlands,battery,2015-01-04 08:00:00,0.0
netherlands,battery,2015-01-04 09:00:00,0.0
netherlands,battery,2015-01-04 10:00:00,11060.131164973012
netherlands,battery,2015-01-04 11:00:00,19567.86862999769
netherlands,battery,2015-01-04 12:00:00,21865.419252058397
netherlands,battery,2015-01-04 13:00:00,25726.57666117766
netherlands,battery,2015-01-04 14:00:00,25726.57666117766
netherlands,battery,2015-01-04 15:00:00,22979.33283399373
netherlands,battery,2015-01-04 16:00:00,19012.679509814538
netherlands,battery,2015-01-04 17:00:00,12963.927322724492
netherlands,battery,2015-01-04 18:00:00,7363.622487264321
netherlands,battery,2015-01-04 19:00:00,3725.714028628593
netherlands,battery,2015-01-04 20:00:00,2623.0170845094435
netherlands,battery,2015-01-04 21:00:00,3458.5774699908075
netherlands,battery,2015-01-04 22:00:00,5090.678169894319
netherlands,battery,2015-01-04 23:00:00,7372.289114329835
netherlands,battery,2015-01-05 00:00:00,10440.026281508872
netherlands,battery,2015-01-05 01:00:00,14144.300544807738
netherlands,battery,2015-01-05 02:00:00,17652.887613675965
netherlands,battery,2015-01-05 03:00:00,17652.887613675965
netherlands,battery,2015-01-05 04:00:00,21166.983160809606
netherlands,battery,2015-01-05 05:00:00,24291.147345502934
netherlands,battery,2015-01-05 06:00:00,25726.57666117766
netherlands,battery,2015-01-05 07:00:00,25726.57666117766
netherlands,battery,2015-01-05 08:00:00,25726.57666117766
netherlands,battery,2015-01-05 09:00:00,25726.57666117766
netherlands,battery,2015-01-05 10:00:00,25726.57666117766
netherlands,battery,2015-01-05 11:00:00,25726.57666117766
netherlands,battery,2015-01-05 12:00:00,25726.57666117766
netherlands,battery,2015-01-05 13:00:00,25726.57666117766
netherlands,battery,2015-01-05 14:00:00,25726.57666117766
netherlands,battery,2015-01-05 15:00:00,25726.57666117766
netherlands,battery,2015-01-05 16:00:00,25726.57666117766
netherlands,battery,2015-01-05 17:00:00,25726.57666117766
netherlands,battery,2015-01-05 18:00:00,25726.57666117766
netherlands,battery,2015-01-05 19:00:00,25726.57666117766
netherlands,battery,2015-01-05 20:00:00,25726.57666117766
netherlands,battery,2015-01-05 21:00:00,25726.57666117766
netherlands,battery,2015-01-05 22:00:00,21958.82209012891
netherlands,battery,2015-01-05 23:00:00,18538.956499319036
netherlands,battery,2015-01-06 00:00:00,18538.956499319036
netherlands,battery,2015-01-06 01:00:00,18538.956499319036
netherlands,battery,2015-01-06 02:00:00,17381.40908590415
netherlands,battery,2015-01-06 03:00:00,16322.817615737089
netherlands,battery,2015-01-06 04:00:00,15206.481057890018
netherlands,battery,2015-01-06 05:00:00,13957.706531681428
netherlands,battery,2015-01-06 06:00:00,13957.706531681428
netherlands,battery,2015-01-06 07:00:00,9884.378035060256
netherlands,battery,2015-01-06 08:00:00,9884.378035060256
netherlands,battery,2015-01-06 09:00:00,6279.684097861798
netherlands,battery,2015-01-06 10:00:00,6279.684097861798
netherlands,battery,2015-01-06 11:00:00,5355.105351776856
netherlands,battery,2015-01-06 12:00:00,5355.105351776856
netherlands,battery,2015-01-06 13:00:00,5355.105351776856
netherlands,battery,2015-01-06 14:00:00,2228.2087097995586
netherlands,battery,2015-01-06 15:00:00,0.0
netherlands,battery,2015-01-06 16:00:00,0.0
netherlands,battery,2015-01-06 17:00:00,187.40320689933455
netherlands,battery,2015-01-06 18:00:00,588.2798984214751
netherlands,battery,2015-01-06 19:00:00,1790.1314458891284
netherlands,battery,2015-01-06 20:00:00,1790.1314458891284
netherlands,battery,2015-01-06 21:00:00,1790.1314458891284
netherlands,battery,2015-01-06 22:00:00,2918.518691309292
netherlands,battery,2015-01-06 23:00:00,3365.8223557363044
netherlands,battery,2015-01-07 00:00:00,3365.8223557363044
netherlands,battery,2015-01-07 01:00:00,7068.88310178246
netherlands,battery,2015-01-07 02:00:00,7068.88310178246
netherlands,battery,2015-01-07 03:00:00,6757.099324592655
netherlands,battery,2015-01-07 04:00:00,3664.995037079927
netherlands,battery,2015-01-07 05:00:00,548.7082659409606
netherlands,battery,2015-01-07 06:00:00,0.0
netherlands,battery,2015-01-07 07:00:00,0.0
netherlands,battery,2015-01-07 08:00:00,0.0
netherlands,battery,2015-01-07 09:00:00,0.0
netherlands,battery,2015-01-07 10:00:00,94.32425111765606
netherlands,battery,2015-01-07 11:00:00,94.32425111765606
netherlands,battery,2015-01-07 12:00:00,94.32425111765606
netherlands,battery,2015-01-07 13:00:00,94.32425111765606
netherlands,battery,2015-01-07 14:00:00,94.32425111765606
netherlands,battery,2015-01-07 15:00:00,0.0
netherlands,battery,2015-01-07 16:00:00,0.0
netherlands,battery,2015-01-07 17:00:00,0.0
netherlands,battery,2015-01-07 18:00:00,0.0
netherlands,battery,2015-01-07 19:00:00,0.0
netherlands,battery,2015-01-07 20:00:00,0.0
netherlands,battery,2015-01-07 21:00:00,0.0
netherlands,battery,2015-01-07 22:00:00,0.0
netherlands,battery,2015-01-07 23:00:00,0.0
netherlands,battery,2015-01-08 00:00:00,0.0
netherlands,battery,2015-01-08 01:00:00,10995.104647696726
netherlands,battery,2015-01-08 02:00:00,10995.104647696726
netherlands,battery,2015-01-08 03:00:00,10995.104647696726
netherlands,battery,2015-01-08 04:00:00,15370.502374699065
netherlands,battery,2015-01-08 05:00:00,15370.502374699065
netherlands,battery,2015-01-08 06:00:00,15370.502374699065
netherlands,battery,2015-01-08 07:00:00,22097.511022395793
netherlands,battery,2015-01-08 08:00:00,25726.57666117766
netherlands,battery,2015-01-08 09:00:00,25371.983774018907
netherlands,battery,2015-01-08 10:00:00,22892.282580603252
netherlands,battery,2015-01-08 11:00:00,20993.750242041424
netherlands,battery,2015-01-08 12:00:00,18737.42938174048
netherlands,battery,2015-01-08 13:00:00,17188.77214020052
netherlands,battery,2015-01-08 14:00:00,15258.267383630357
netherlands,battery,2015-01-08 15:00:00,13194.83345632382
netherlands,battery,2015-01-08 16:00:00,6428.116614206478
netherlands,battery,2015-01-08 17:00:00,1279.9824647220448
netherlands,battery,2015-01-08 18:00:00,0.0
netherlands,battery,2015-01-08 19:00:00,0.0
netherlands,battery,2015-01-08 20:00:00,0.0
netherlands,battery,2015-01-08 21:00:00,0.0
netherlands,battery,2015-01-08 22:00:00,0.0
netherlands,battery,2015-01-08 23:00:00,0.0
netherlands,battery,2015-01-09 00:00:00,0.0
netherlands,battery,2015-01-09 01:00:00,0.0
netherlands,battery,2015-01-09 02:00:00,0.0
netherlands,battery,2015-01-09 03:00:00,0.0
netherlands,battery,2015-01-09 04:00:00,0.0
netherlands,battery,2015-01-09 05:00:00,0.0
netherlands,battery,2015-01-09 06:00:00,0.0
netherlands,battery,2015-01-09 07:00:00,0.0
netherlands,battery,2015-01-09 08:00:00,0.0
netherlands,battery,2015-01-09 09:00:00,0.0
netherlands,battery,2015-01-09 10:00:00,0.0
netherlands,battery,2015-01-09 11:00:00,0.0
netherlands,battery,2015-01-09 12:00:00,0.0
netherlands,battery,2015-01-09 13:00:00,0.0
netherlands,battery,2015-01-09 14:00:00,0.0
netherlands,battery,2015-01-09 15:00:00,0.0
netherlands,battery,2015-01-09 16:00:00,0.0
netherlands,battery,2015-01-09 17:00:00,0.0
