comment,"Time series in MWh on modified data from ENTSOE for the Netherlands 2006 to 2019 (inclusive), accessed December 2024. Modified to address Daylight Savings missing data and normalised to 2019 levels for all years (Average Demand = 13TWh)",Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.,Time series MERRA-2 Capacity Factors for the Netherlands from Renewables.ninja. Accessed December 2024.
nodes,netherlands,netherlands,netherlands,netherlands
techs,demand_power,solar,offshore_wind,onshore_wind
parameters,sink_use_equals,source_use_max,source_use_max,source_use_max
timesteps,,,,
2010/01/01 00:00,11274,0,0.4576,0.3719
2010/01/01 01:00,11014,0,0.4277,0.3292
2010/01/01 02:00,10401,0,0.4226,0.323
2010/01/01 03:00,9839,0,0.4648,0.3379
2010/01/01 04:00,9463,0,0.5108,0.3471
2010/01/01 05:00,9451,0,0.5749,0.3768
2010/01/01 06:00,9741,0,0.6271,0.4116
2010/01/01 07:00,10056,0,0.6413,0.421
2010/01/01 08:00,10329,0.029,0.6714,0.463
2010/01/01 09:00,10664,0.081,0.676,0.4825
2010/01/01 10:00,11301,0.126,0.717,0.5086
2010/01/01 11:00,11842,0.157,0.7406,0.5413
2010/01/01 12:00,12103,0.154,0.7539,0.5489
2010/01/01 13:00,12064,0.086,0.764,0.5615
2010/01/01 14:00,12107,0.029,0.7865,0.5953
2010/01/01 15:00,12147,0,0.8355,0.6557
2010/01/01 16:00,12617,0,0.8813,0.7101
2010/01/01 17:00,13947,0,0.904,0.7529
2010/01/01 18:00,14123,0,0.9128,0.7832
2010/01/01 19:00,13941,0,0.9297,0.8055
2010/01/01 20:00,13519,0,0.941,0.822
2010/01/01 21:00,12856,0,0.9416,0.8206
2010/01/01 22:00,12175,0,0.9324,0.8078
2010/01/01 23:00,11327,0,0.9215,0.791
2010/01/02 00:00,10548,0,0.9165,0.7887
2010/01/02 01:00,9936,0,0.9062,0.7816
2010/01/02 02:00,9572,0,0.8894,0.757
2010/01/02 03:00,9464,0,0.8476,0.7111
2010/01/02 04:00,9489,0,0.8157,0.666
2010/01/02 05:00,9939,0,0.7544,0.6338
2010/01/02 06:00,11189,0,0.7414,0.6294
2010/01/02 07:00,12923,0,0.7609,0.613
2010/01/02 08:00,14525,0.016,0.74,0.5791
2010/01/02 09:00,15305,0.039,0.665,0.5516
2010/01/02 10:00,15842,0.066,0.6374,0.5184
2010/01/02 11:00,16167,0.097,0.6,0.5008
2010/01/02 12:00,16134,0.111,0.5541,0.4654
2010/01/02 13:00,16019,0.087,0.4979,0.4182
2010/01/02 14:00,15753,0.033,0.4533,0.3813
2010/01/02 15:00,15639,0,0.4405,0.3651
2010/01/02 16:00,15968,0,0.4479,0.3562
2010/01/02 17:00,17157,0,0.4817,0.3558
2010/01/02 18:00,16725,0,0.5107,0.3612
2010/01/02 19:00,16203,0,0.5143,0.3551
