id,runtime_min,horizon,number_reps,dates,tvp
dd1e1c76abc8d14c1516,0.15444995164871217,2,60.0,"2008,2009",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2803e7b601bb012f726e,0.1547833998998006,2,60.0,"2008,2009",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
a531a773b70dc5015528,0.15645001729329427,2,60.0,"2008,2009",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6bf504740b4d70ef539f,0.10390241543451945,2,30.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2009_2010_reference,5.832758335272471,2,,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
37ea4cf764d20e107925,0.1073083480199178,2,30.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
441febc5486791a40e74,0.10521663427352905,2,30.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
debb80bd4cbc97ba3aae,0.13028330008188885,2,45.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0645e853bc1bbdcdc458,0.12938334941864013,2,45.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
58febd0846723a15cd04,0.1325667142868042,2,45.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
af851b5fc344c53eb101,0.15061664978663128,2,60.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
8d720561fe90b14a4e0a,0.4601750175158183,2,60.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6b373862fb07643d0615,0.16909171342849733,2,60.0,"2009,2010",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
dd37636686d6399c83f0,0.10964173475901286,2,30.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2010_2011_reference,4.27876664797465,2,,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
4783f50941209abc8e2e,0.1091249664624532,2,30.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
a6bc8ec273c126a71440,0.10636673370997111,2,30.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7c3d1b42998c7ca53c6b,0.1307999809583028,2,45.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
532715a3e5dfed90c33b,0.129241681098938,2,45.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
88621049fe745383045e,0.13177498579025268,2,45.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0696b87ae8fc797b7733,0.15050833225250243,2,60.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
30f184c558958920eeaa,0.15479995012283326,2,60.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
839c9220ec01598d967e,0.15271666447321575,2,60.0,"2010,2011",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
b4afba3eadd3aec4ae65,0.10499996741612752,2,30.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2011_2012_reference,3.4736167192459106,2,,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
16f87bd8025d0afe03df,0.10804165204366048,2,30.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0bae6e58605a8efc3bfc,0.10534170071283976,2,30.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
417138ce768d2915e082,0.1310500184694926,2,45.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
913c30490871c9c706ba,0.12724999984105428,2,45.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
8d069f159b3a70426935,0.125849982102712,2,45.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
105d9f3ef431dc7b1d57,0.16049163341522216,2,60.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ccb8570d485494e3f874,0.15600000222524008,2,60.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
1596dcf9699ddc6a7f5e,0.15147496461868287,2,60.0,"2011,2012",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
a6edd3cce9e8b1c2d90a,0.10536661545435587,2,30.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2012_2013_reference,3.141616666316986,2,,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7bfb73087e4bbd46c7b0,0.10478338400522867,2,30.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
d08cab4769ae45a0c603,0.10669166644414266,2,30.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
c95d92eefd3e52ec5570,0.46614168485005697,2,45.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
b714cd92f7560fe5079a,0.14720831712086996,2,45.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ba606ff04d60fb5983a5,0.14436664978663127,2,45.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
93c8e9006b15347c3b52,0.16176663239796957,2,60.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7874de407932670c6730,0.15942498445510864,2,60.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
8ab5a90e0236cc6ca758,0.15752498308817545,2,60.0,"2012,2013",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
f2e63ebf38666c030ff9,0.10790838400522867,2,30.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2013_2014_reference,4.563841680685679,2,,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
a89c3c745359514f855e,0.1103999654452006,2,30.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
09eacaceaf9b7f854d68,0.10744163195292154,2,30.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
1673a917a23cdf80cb0a,0.1322333335876465,2,45.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
49b1fc7d7e20e6f54b1d,0.1317666490872701,2,45.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0e053e57c665c951266f,0.12987503210703533,2,45.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
067e50e8a5d7a7cb176a,0.15140000184377034,2,60.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
9e8cb4118e8e1a181c67,0.17275829712549845,2,60.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
46ef3bd99e0e5845662d,0.15536669890085855,2,60.0,"2013,2014",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
b18d3d08dd02284a75e7,0.10508335034052531,2,30.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2014_2015_reference,2.781191682815552,2,,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ee9b2637cf7acd434ea7,0.10979698499043783,2,30.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
cd005790137d2afbe923,0.10513951778411865,2,30.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
e9a3a88b95adc51cb598,0.1297333319981893,2,45.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
8e369d9c5b9636a904a8,0.1263999859491984,2,45.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
fb28562c89c9e826f2b9,0.12996668418248494,2,45.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
634e74daa4cfc5841c87,0.1539666493733724,2,60.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6afc941db94aa66c5b53,0.15648324886957804,2,60.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
170106b2569d9cde01ca,0.15836663643519083,2,60.0,"2014,2015",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
382f85ab16f739192eef,0.1093416690826416,2,30.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2015_2016_reference,5.601408350467682,2,,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ab927e3cfb8ce2fd4a6a,0.10487493276596069,2,30.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
455f85eb92dcdb562d19,0.4944082975387573,2,30.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
3d89b40c06f3da083006,0.15032495260238649,2,45.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
fa98b3e7cd7081b6e26b,0.1430833339691162,2,45.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
cff1b3c157f57503ebc2,0.1544583519299825,2,45.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
42048d4ea37ff7f7a503,0.15691543420155843,2,60.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
f92ac11101d70d3e6436,0.16035828590393067,2,60.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
9a3dcfc520de075a2881,0.15957478284835816,2,60.0,"2015,2016",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
cfef45f4ab9025d5f099,0.10745000044504802,2,30.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2016_2017_reference,5.802474999427796,2,,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
87a28992ae55d2283703,0.10532479683558146,2,30.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
80268d07d0492bfe19d5,0.10836666822433472,2,30.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
3b3f3c1db3e8b1ba954f,0.12881669998168946,2,45.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
1c03ac67e6418b04899b,0.1346499999364217,2,45.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
67d62c2a18d372bbe37e,0.13059165080388388,2,45.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
3cce15a8290977b34e1b,0.15705833435058594,2,60.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7486c4cce0a310438620,0.1520166834195455,2,60.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0e7476320c630e75bbf0,0.15745833317438762,2,60.0,"2016,2017",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0a27cb0d292c0ec04097,0.11299996376037598,2,30.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2017_2018_reference,2.8994082848231,2,,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6204eb576151481c10c1,0.1077582836151123,2,30.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
e739a8096d82036e8395,0.10370003382364909,2,30.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
fe42972547b0bac34901,0.1275250196456909,2,45.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
402c16663e664381585a,0.13189164797465006,2,45.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ce47e38a30ba62000eb0,0.13315834999084472,2,45.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
f56a6781e48e3f1a4c86,0.15281668504079182,2,60.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
b09300f96b5e533dfdce,0.15144166946411133,2,60.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0b1d9f205f705893d500,0.15353215138117474,2,60.0,"2017,2018",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
88cd0b74e1f5914d7567,0.10443331797917683,2,30.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2018_2019_reference,3.003008266290029,2,,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
218c5bc25d5b0748822f,0.10752498308817546,2,30.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
acc833d0d3fa084414d8,0.10406659841537476,2,30.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
8e6109faac448c00a4d2,0.1615916689236959,2,45.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2f08391d7aee7d2aa676,0.6336416482925415,2,45.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7a6217d6644b8fe0d8fd,0.1528082847595215,2,45.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
c227b76b7e4c25b4bee4,0.17414170106252033,2,60.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
97feb0b58ec1e1169590,0.16841665108998616,2,60.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
260868d55a9053e24f6d,0.1683166821797689,2,60.0,"2018,2019",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
51aafe085ede9521ca58,0.1097916841506958,2,30.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2019_2020_reference,5.865899948279063,2,,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
867300c7227ca49bf31c,0.11081671714782715,2,30.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
d8b37a2a2ec8a1fac3c6,0.10840001900990805,2,30.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ac7d21db5c3cdc98fd9c,0.13074999650319416,2,45.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
e1c407bdb56b2d1227ec,0.1305666963259379,2,45.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7454ca4f85cce1f8771d,0.13104163408279418,2,45.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ec254700314dc29bafb9,0.15643324851989746,2,60.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
9403e891ada00ccad5d3,0.15985003312428792,2,60.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
05663e13fe7bb1fd078c,0.15375829935073854,2,60.0,"2019,2020",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
3b539660187463dee64a,0.10539974768956502,2,30.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2020_2021_reference,4.757708350817363,2,,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
28bdc4933942ddef83f4,0.10779998302459717,2,30.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
316889c32d1c41d7a1f8,0.10575833320617675,2,30.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
0c6e3b268c679fc45b20,0.1307505170504252,2,45.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
c3c43ace7582537e3fb6,0.13094168504079182,2,45.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2d40068dbabfcea8065f,0.1373334010442098,2,45.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
9c211e988cc4051ec0fc,0.1545416514078776,2,60.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
360674a95604b5931958,0.16187496980031332,2,60.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
26eb1c6ee6915f728e9a,0.15596658388773602,2,60.0,"2020,2021",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
37d39f768498760b897c,0.10426661570866903,2,30.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2021_2022_reference,3.626799980799357,2,,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
e83bcbb95d99643c3f15,0.10944166978200277,2,30.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2c3f9e5690ecb8eaaac7,0.11219996611277262,2,30.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6537205bd78fb406d2d6,0.13135000069936117,2,45.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
cafca482f3b30a4393fd,0.13869998455047608,2,45.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
b757d8634b6251e01dd9,0.13982499837875367,2,45.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
291e0a0c6bc4945b181c,0.1597083330154419,2,60.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
684df02f30ea2f128449,0.17725824912389118,2,60.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
50fae892fec59bcba513,0.15521668593088786,2,60.0,"2021,2022",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
ea79cc275e895eda3783,0.10964166720708211,2,30.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2022_2023_reference,4.200558316707611,2,,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
aa45f52dbe4b84cc366e,0.711591649055481,2,30.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2b3ac7de91e39938dbb4,0.1226416826248169,2,30.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
7629032b8f2967893499,0.14355833133061727,2,45.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
00851703cc2e625ffd29,0.14129998286565146,2,45.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
416510fcb13b7e2853ab,0.13713336785634359,2,45.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
a95b4ea663202b3347f7,0.16309175093968709,2,60.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
93109015d40b088e4c1a,0.15980003674825033,2,60.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
9d6b0804369f83c76352,0.15970829725265503,2,60.0,"2022,2023",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
d29295c4882c9a19444a,0.10563335021336874,2,30.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
standard_2023_2024_reference,4.768791667620341,2,,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
61a0f616baaf03069ea3,0.10731666485468547,2,30.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
f6e73c7d901c9fa66adc,0.1060749332110087,2,30.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
639e836d0c2e8ff37107,0.14523333311080933,2,45.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
2813ad45b7cabf6e00ad,0.13210835059483847,2,45.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
6f68dd11b9e5233f2c2c,0.13053331772486368,2,45.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
460918fd3e0dc1d29064,0.15341658194859822,2,60.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
09e26cb7754b98bc2ae8,0.15476568539937338,2,60.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
1442a432821fbfb200f3,0.16351661682128907,2,60.0,"2023,2024",SoC_proxy_TSA/data/timeseries/time_varying_parameters.csv
